t_contact_s,theta_err_t1_deg,theta_err_t2_deg,total_error_deg,fn_est_N,moment_t1_est_Nm,old_gamma_t1_deg,tool_normal_x,tool_normal_y,tool_normal_z
0.022,9.277384607,0.563084902,9.294456937,-1.87693958444,1.03623278597,0.0208600216703,-0.0268014362226,0.133854544318,-0.99063850318
0.023,9.276265584,0.567578351,9.29361331,-1.91955306895,1.02421213125,0.0219444910036,-0.0268795542617,0.133835206706,-0.990638999338
0.024,9.275122784,0.571897462,9.292737453,-1.97338325735,1.01115080533,0.0230592084885,-0.0269546460707,0.133815457856,-0.990639626854
0.025,9.274234748,0.57670405,9.292148176,-2.04036760961,0.998827468858,0.0239160675278,-0.0270381898681,0.13380011622,-0.990639422387
0.026,9.273213594,0.581659254,9.291437879,-2.10304763263,0.98824736514,0.0249062107365,-0.0271243234906,0.133782472676,-0.990639450597
0.027,9.272291323,0.586416761,9.290816488,-2.14352507167,0.979067689783,0.0258008450696,-0.0272070179878,0.133766537995,-0.990639334715
0.028,9.271199174,0.591330494,9.290037991,-2.15776908237,0.970587600753,0.0268673303254,-0.027292434681,0.133747665644,-0.990639533304
0.029,9.270062377,0.595825555,9.289190738,-2.14614611539,0.962366180812,0.027981268149,-0.0273705825054,0.133728019396,-0.990640029497
0.03,9.269196095,0.599998034,9.288594828,-2.10866901136,0.954485081017,0.0288220831944,-0.0274431109371,0.133713050636,-0.990640043483
0.031,9.268211547,0.604762634,9.287921357,-2.04589931324,0.947847550341,0.029786993315,-0.0275259315563,0.13369603876,-0.990640041747
0.032,9.267145626,0.60927887,9.28715289,-1.95862768412,0.9428288618,0.0308359598384,-0.027604442613,0.133677617619,-0.990640343059
0.033,9.266432285,0.614311583,9.286772637,-1.84963390128,0.939583981549,0.0315295345218,-0.0276919042776,0.133665297476,-0.990639564467
0.034,9.26561283,0.620087818,9.286338892,-1.72319519782,0.938532892052,0.0323308826018,-0.0277922868762,0.133651142759,-0.9906386631
0.035,9.26488055,0.625145391,9.28594736,-1.58358128366,0.938871242865,0.0330476971482,-0.0278801814435,0.133638494543,-0.990637899668
0.039,9.261508861,0.647136585,9.28409027,-1.00880542443,0.931179576231,0.0363794453534,-0.0282623720047,0.13358024741,-0.990634925606
0.04,9.26076857,0.653076566,9.283767743,-0.89486904312,0.922016202816,0.0371148771289,-0.0283655931055,0.133567461688,-0.990633699359
0.041,9.259942529,0.658635588,9.283336495,-0.787664647229,0.909543994678,0.0379380857341,-0.0284622030336,0.133553191207,-0.990632852331
0.042,9.259235602,0.664419714,9.283043546,-0.690864896088,0.896521175083,0.038633834098,-0.0285627155445,0.133540980756,-0.990631605462
0.043,9.258472456,0.669393533,9.282639706,-0.610823887341,0.883899463882,0.0393976361795,-0.0286491560016,0.133527796288,-0.990630886596
0.044,9.257705586,0.674885634,9.282272531,-0.542521660418,0.871043139644,0.0401663094159,-0.0287445993316,0.133514548254,-0.990629907389
0.045,9.257169424,0.68071689,9.282163607,-0.467628287816,0.85829015425,0.0406945117817,-0.028845919528,0.133505291089,-0.990628209864
0.046,9.256371377,0.685837983,9.281744708,-0.378086722799,0.847900856176,0.0414875354223,-0.0289349205748,0.133491502265,-0.990627472461
0.047,9.255762992,0.690751541,9.281502371,-0.289841944866,0.841322720696,0.0420939343369,-0.0290203044077,0.133480993296,-0.990626390907
0.048,9.255070646,0.695611789,9.281174949,-0.224628144352,0.838981126613,0.0427848052403,-0.0291047674568,0.133469031319,-0.990625524702
0.049,9.254470331,0.701230198,9.280999133,-0.187467793963,0.839657411126,0.0433765233581,-0.02920239401,0.133458663732,-0.990624048395
0.05,9.253972686,0.705995158,9.280864165,-0.178460499341,0.840733147624,0.0438724763011,-0.0292851895423,0.133450068682,-0.990622762126
0.051,9.253393838,0.711049579,9.280672875,-0.200482460657,0.840543917032,0.0444460245747,-0.0293730190207,0.133440070591,-0.990621508607
0.052,9.252908656,0.716035492,9.280572473,-0.236679069862,0.839144550973,0.0449236705553,-0.0294596512672,0.133431690744,-0.990620064834
0.053,9.252410093,0.720724669,9.280438383,-0.266415058339,0.836126649055,0.0454182013789,-0.0295411308029,0.133423079783,-0.990618798213
0.054,9.251707811,0.726067081,9.280154677,-0.284916562133,0.830141829191,0.0461200053778,-0.0296339691469,0.133410945968,-0.990617659528
0.055,9.251361626,0.731323708,9.280222319,-0.29611315647,0.820958505569,0.0464640932095,-0.0297252953701,0.133404971666,-0.990615727894
0.056,9.251011064,0.737036902,9.280324838,-0.304560760925,0.809029792385,0.0468081288712,-0.0298245513384,0.13339892195,-0.990613559245
0.057,9.250723747,0.742470957,9.280471592,-0.312565789434,0.795148715328,0.047087264209,-0.0299189561538,0.133393965437,-0.99061137993
0.058,9.250361491,0.748166641,9.280567926,-0.32326153125,0.780086337845,0.0474521590134,-0.030017908863,0.133387712902,-0.990609228301
0.059,9.250113122,0.754229677,9.280811127,-0.334512667879,0.763293306756,0.0476954792443,-0.0301232352848,0.133383431014,-0.990606607603
0.06,9.249928854,0.759593349,9.28106491,-0.344392345013,0.744856206657,0.0478735165026,-0.0302164098457,0.13338025567,-0.990604197434
0.061,9.24945672,0.76480166,9.281022099,-0.361173893619,0.727038307939,0.048345957673,-0.0303069032915,0.133372101471,-0.990602530868
0.062,9.249247152,0.77078276,9.28130804,-0.394652513961,0.712582541574,0.0485504983576,-0.0304108028428,0.133368489292,-0.990599832997
0.063,9.248905915,0.776155409,9.281415724,-0.451931285339,0.702721146698,0.0488859733575,-0.0305041425079,0.133362598744,-0.990597756179
0.064,9.248824833,0.781696082,9.281799909,-0.536804305764,0.696230440865,0.0489624382665,-0.030600383993,0.133361208183,-0.990594975079
0.065,9.248549219,0.78731154,9.281999899,-0.643715512614,0.691984675022,0.0492308566724,-0.0306979363234,0.13335645204,-0.990592597088
0.066,9.248225751,0.792425667,9.282112797,-0.761584408405,0.690178336018,0.0495563959078,-0.0307867845614,0.133350867441,-0.990590591541
0.067,9.248016524,0.797786959,9.282363581,-0.878992623629,0.691248268378,0.0497532954154,-0.0308799176764,0.133347259435,-0.990588178349
0.068,9.247716395,0.803400839,9.282548757,-0.98337544792,0.695695283276,0.0500475058548,-0.0309774429388,0.133342078996,-0.990585830707
0.069,9.247525928,0.808470853,9.282799196,-1.06937116234,0.702917242933,0.0502368953225,-0.0310655159944,0.133338793879,-0.990583514785
0.07,9.247343054,0.813660965,9.28307049,-1.14623290455,0.710186088299,0.0504136870056,-0.0311556733828,0.133335640248,-0.990581107762
0.071,9.247016319,0.818547417,9.283174602,-1.22410085747,0.715309807351,0.0507371159269,-0.0312405656187,0.133329997686,-0.990579193592
0.072,9.246911022,0.823982273,9.283550519,-1.29753901203,0.71885321601,0.0508360640522,-0.0313349691508,0.133328185822,-0.990576455693
0.073,9.246627772,0.829091456,9.283723272,-1.35333717827,0.721053785858,0.0511241939558,-0.0314237266698,0.133323295204,-0.99057430229
0.074,9.246393871,0.834384276,9.283964495,-1.37887521815,0.720878253853,0.0513532057867,-0.031515670437,0.133319258465,-0.990571924617
0.075,9.24611685,0.839711819,9.284168931,-1.36808199321,0.718379943194,0.0516216091347,-0.0316082196645,0.133314475919,-0.990569619441
0.076,9.245794493,0.845029115,9.284330348,-1.32729760539,0.713644319492,0.0519441492628,-0.0317005938742,0.133308908933,-0.99056741676
0.077,9.245503381,0.850079338,9.284501475,-1.26475884177,0.707220012683,0.0522326312184,-0.0317883271958,0.133303881169,-0.990565281806
0.078,9.245299823,0.855201068,9.284769123,-1.19514731305,0.700969077004,0.0524278613841,-0.0318772968824,0.133300368214,-0.990562895417
0.079,9.245015816,0.860253271,9.284953049,-1.132599201,0.695488243339,0.0527095229017,-0.0319650630574,0.13329546358,-0.99056072713
0.08,9.244718032,0.865568702,9.285150546,-1.07388281881,0.690028692852,0.0530082161134,-0.0320574020759,0.133290320103,-0.990558435196
0.081,9.244605636,0.870205578,9.285472046,-1.01742559454,0.684974609551,0.0531159233735,-0.0321379445118,0.133288382137,-0.9905560861
0.082,9.244478083,0.874923347,9.285788382,-0.972054194624,0.681555398345,0.0532323346471,-0.0322198918391,0.133286183063,-0.990553719883
0.083,9.244121576,0.879622227,9.285877394,-0.942322552293,0.678561508246,0.053586126356,-0.0323015259627,0.133280022524,-0.990551890118
0.084,9.243955104,0.884784774,9.286202133,-0.923334608911,0.673878376001,0.0537507401187,-0.0323912006224,0.133277149298,-0.990549348391
0.085,9.243730518,0.889646309,9.286443046,-0.908844061364,0.6670697498,0.0539717763831,-0.0324756511411,0.133273270935,-0.990547105057
0.086,9.243566014,0.894810614,9.286775473,-0.897311575359,0.659187523738,0.0541227650521,-0.0325653554419,0.133270431743,-0.990544541981
0.087,9.243366046,0.89983578,9.287061984,-0.892063875644,0.652629692084,0.0543220489524,-0.032652645693,0.133266979097,-0.990542132881
0.088,9.243075121,0.90443768,9.287219456,-0.900888951991,0.649013732419,0.0546150509639,-0.0327325908969,0.133261952512,-0.990540170566
0.089,9.243006039,0.909831832,9.287677568,-0.918885171931,0.648634280652,0.0546727289722,-0.0328262805096,0.133260763021,-0.990537230167
0.09,9.242705889,0.914316003,9.287819222,-0.9374013078,0.651504605385,0.0549694247232,-0.0329041801748,0.133255576526,-0.990535343262
0.091,9.242515894,0.918999103,9.288092345,-0.964266490571,0.655806882413,0.0551590739918,-0.0329855286055,0.133252294265,-0.990533079193
0.092,9.242291851,0.923581996,9.28832398,-1.00282792713,0.658656012643,0.0553810535727,-0.0330651372906,0.133248424108,-0.990530945589
0.093,9.242127296,0.92847709,9.288648269,-1.04833015875,0.65976445721,0.0555391223177,-0.0331501649695,0.133245582027,-0.990528485927
0.094,9.241972194,0.933472546,9.288994618,-1.10233484871,0.660780271196,0.0556935185973,-0.033236935284,0.133242903856,-0.990525938431
0.095,9.241772466,0.938327226,9.289285026,-1.16323878205,0.66207436474,0.0558881789961,-0.0333212623867,0.13323945379,-0.990523569344
0.097,9.241233252,0.947612831,9.289691174,-1.27272320734,0.661402843286,0.0564251214679,-0.0334825667337,0.133230133947,-0.990519383522
0.098,9.240976143,0.951690163,9.289852218,-1.30986408239,0.657328169931,0.056686955939,-0.0335533962152,0.133225690014,-0.990517584459
0.099,9.240872867,0.956798174,9.290274167,-1.33839739031,0.650412988505,0.0567890399535,-0.0336421166158,0.13322390753,-0.990514814857
0.1,9.240711082,0.961550159,9.290603856,-1.35266725433,0.642105418291,0.056941590056,-0.0337246568963,0.133221112597,-0.990512383908
0.101,9.240484186,0.965859038,9.290825134,-1.35100851423,0.634545445885,0.0571658333689,-0.0337995056279,0.133217190359,-0.990510360174
0.102,9.240231746,0.97026901,9.291033563,-1.34757471639,0.628246681644,0.0574242026082,-0.0338761116305,0.133212827145,-0.990508329972
0.103,9.239998906,0.974887817,9.291285489,-1.35230039989,0.622509973977,0.057654070387,-0.0339563441119,0.133208802526,-0.990506123971
0.104,9.23982715,0.979968862,9.291649194,-1.36632580762,0.617824547739,0.0578226883878,-0.0340445990363,0.133205834174,-0.990503493693
0.105,9.239624519,0.984572394,9.291934354,-1.38654897027,0.614953931364,0.0580223335689,-0.0341245633316,0.133202331572,-0.990501213044
0.106,9.239361904,0.988978465,9.292141131,-1.41320168194,0.612104037618,0.0582941935945,-0.034201101467,0.133197791198,-0.990499183785
0.107,9.239297227,0.993946318,9.292606875,-1.44459356227,0.608509930772,0.0583534039546,-0.0342873830369,0.133196674683,-0.990496350936
0.108,9.238950268,0.998807584,9.292783149,-1.47299308919,0.605917398389,0.0586969023237,-0.0343718315209,0.133190674676,-0.990494230865
0.109,9.238764811,1.003209495,9.293072932,-1.49163737193,0.604255100477,0.0588844447482,-0.0344482921658,0.133187469201,-0.990492005629
0.11,9.238590533,1.007710263,9.293386628,-1.49647185845,0.602172676577,0.0590612266936,-0.0345264689111,0.13318445556,-0.990489688862
